sample	029_4870a	046_4949a	054_4976a	065_5037a	083_5091a	088_5114a	113_5241a	115_5235a	160_5453a	178_5685a	180_5521a	186_5559a	188_5571a	197_5625a	199_5632a	203_5662a	207_5670a	220_5717a	222_5735a	225_5747a	227_5749a	228_5756a	289_5851a	293_5828a	LA_RV_352_5899a_S19	LA_RV_372_5944a_S39	LA_RV_382_5978a_S49	LA_RV_389_6006a_S56	LA_RV_395_6024a_S62
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	8066.04	8473.91	8425.91	6742.13	7129.29	6442.85	7725.0	8672.54	10969.5	6492.73	9325.49	5899.19	5910.82	4774.9	6351.08	10367.4	7326.96	5871.24	13740.0	9012.74	8038.9	8557.39	7266.26	8597.55	6500.29	8246.76	8704.0	6775.65	5537.46
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	2012.06	2053.91	2719.0	3394.37	3566.52	3491.26	2882.52	3472.43	3357.33	3260.06	3353.02	2820.0	5054.8	3153.5	3444.91	2937.22	3387.85	2946.71	3360.89	3207.86	2983.61	3730.62	3698.12	2522.76	2402.94	4813.72	3389.22	3926.05	2648.19
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	345.093	112.946	403.589	75.8156	553.997	665.716	292.925	537.244	0.0	376.713	1586.76	735.705	483.087	789.582	201.292	402.402	584.262	170.878	2852.1	2406.57	494.462	263.495	351.879	455.755	422.689	77.8086	402.201	519.393	362.411
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	0.0	17.0398	22.9798	58.2507	40.8998	328.68	0.0	7.20861	65.9454	7.47552	1233.51	204.504	84.4739	0.0	102.265	0.0	52.5444	170.693	5117.73	1489.43	30.1837	160.392	12.4903	199.154	72.6019	0.0	0.0	44.5715	232.962
PWY0-321: phenylacetate degradation I (aerobic)	0.0	0.0	0.0	0.0	0.0	19.0253	0.0	0.0	0.0	0.0	0.0	12.9154	0.0	0.0	0.0	0.0	0.0	0.0	714.85	150.901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-41: allantoin degradation IV (anaerobic)	0.0	0.0	15.8708	0.0	44.0288	0.0	13.1784	7.34043	0.0	10.0133	182.706	31.4407	25.3479	0.0	19.1522	0.0	9.50771	0.0	355.61	118.723	7.52285	181.021	0.0	17.9893	8.19519	0.0	0.0	24.1558	6.54689
PWY0-42: 2-methylcitrate cycle I	0.0	18.1333	0.0	33.1062	18.0592	25.0485	0.0	0.0	0.0	7.81105	776.291	58.0059	16.422	6.8868	36.4483	0.0	5.29181	0.0	1292.22	773.627	35.0506	7.07141	0.0	50.179	11.6763	0.0	0.0	21.1938	23.1474
PWY0-461: L-lysine degradation I	0.0	0.0	0.0	0.0	0.0	11.3453	0.0	0.0	0.0	0.0	346.058	15.4479	0.0	0.0	20.2156	0.0	27.4238	0.0	0.0	844.437	17.6616	0.0	0.0	39.3959	0.0	0.0	0.0	7.18946	0.0
PWY0-781: aspartate superpathway	1325.31	1097.76	2393.92	803.571	1757.28	3106.97	2613.02	1833.27	491.183	2729.08	3681.05	2725.77	2635.64	1617.07	1292.95	994.99	2248.7	2559.69	3066.92	2876.88	1850.96	2113.19	2139.52	2050.15	1163.69	1983.47	2507.86	2868.03	2455.48
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	1232.32	2264.2	976.466	4209.73	2956.56	1922.94	2983.03	1574.78	4430.49	2093.01	1709.59	2037.96	3382.58	2209.38	1971.16	510.435	1915.1	2647.7	2726.18	2672.62	1297.0	2124.55	1809.89	2242.9	3438.23	2831.52	575.213	3320.13	2871.37
PWY0-862: (5Z)-dodecenoate biosynthesis I	1851.5	479.7	767.57	1681.0	518.164	1284.66	1398.11	1016.09	542.611	514.689	1918.28	1304.62	1057.94	458.372	951.525	249.069	971.812	707.999	2729.47	2665.29	802.884	1177.14	425.949	1326.58	766.612	554.326	567.54	1035.2	848.383
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	599.898	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY1G-0: mycothiol biosynthesis	0.0	8.7261	82.5139	0.0	0.0	0.0	99.256	105.866	0.0	33.4926	12.9037	102.825	0.0	11.143	0.0	427.777	73.2616	0.0	1.39748	40.3843	0.0	0.0	43.5864	9.51069	0.0	7.05856	106.42	40.0349	0.0
PWY1ZNC-1: assimilatory sulfate reduction IV	3662.17	318.811	1291.42	669.71	525.252	488.696	1034.88	1147.4	174.989	948.282	1300.27	1170.09	1077.2	626.699	209.45	269.151	1580.59	441.008	1642.93	1829.55	199.414	437.45	1064.3	837.012	662.189	128.019	1259.48	810.048	435.498
PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	0.0	0.0	0.0	30.6467	33.4455	0.0	0.0	34.4045	0.0	0.0	0.0	0.0	20.3391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.4106	0.0	0.0	0.0	0.0
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	255.488	650.767	615.49	179.255	882.902	658.976	776.813	373.654	887.411	537.06	1463.6	751.645	589.514	633.232	534.568	1004.98	558.821	578.771	2127.59	1696.4	429.21	198.975	725.542	317.465	261.573	439.245	326.252	806.744	577.232
PWY490-3: nitrate reduction VI (assimilatory)	0.0	32.1968	22.0781	23.6411	4.31893	3.35738	10.5813	6.9483	0.0	28.0238	14.4725	32.4235	0.0	6.46779	3.69863	0.0	28.2726	0.0	0.0	5.13794	6.90905	2.75534	8.89742	7.79436	4.63894	7.73907	4.42542	6.45218	22.9019
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	1560.34	2164.51	3913.96	4219.09	3878.21	2252.58	3880.41	3091.36	3390.69	1672.08	4290.18	2824.43	2767.5	1958.51	3064.93	4987.77	1527.76	3305.63	5554.38	3946.34	5155.33	2669.51	2404.35	4095.75	3013.35	3029.25	2427.84	3685.11	2038.23
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	1560.34	2164.49	3913.56	4219.09	3878.21	2252.58	3880.41	3090.91	3390.69	1672.08	4290.18	2824.37	2767.5	1958.51	3064.87	4987.77	1527.72	3305.63	5554.38	3946.34	5153.69	2669.46	2404.35	4095.42	3013.32	3029.25	2427.75	3685.11	2038.23
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	2283.43	1590.39	2725.75	1181.73	2216.59	2478.55	2869.32	2524.41	2265.56	2968.07	3665.0	3233.79	2685.25	3299.5	2561.52	1329.62	3535.6	2168.92	3692.03	3328.35	1750.08	2044.49	2160.52	3044.74	2559.93	1062.35	3357.65	2184.12	2731.59
PWY5F9-12: biphenyl degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45945	0.0	0.0	0.0	0.0	0.0	5.46468	0.0	0.0	73.7087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-201: nicotine degradation IV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-367: ketogenesis	0.0	0.0	15.2857	0.0	22.6949	17.4668	33.814	48.0519	0.0	7.32395	11.1089	52.3131	0.0	43.4655	0.0	0.0	0.0	0.0	5.08724	67.7538	0.0	23.228	24.7118	50.2779	0.0	0.0	40.6395	26.3952	46.5001
PWY66-388: ceramide degradation by &alpha;-oxidation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-389: phytol degradation	2044.05	4126.83	2450.39	1812.8	3693.21	1841.65	2398.92	2892.4	2597.1	2633.64	1790.68	3037.18	1964.84	3186.56	2718.99	2853.66	2770.76	2342.52	2596.61	2564.49	1937.93	2285.67	2963.83	2989.89	2613.7	1622.74	2889.61	2280.98	2074.36
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0.0	83.6909	31.6289	0.0	128.244	62.519	43.8381	26.9772	0.0	66.0371	132.315	98.4493	45.4486	0.0	62.2952	0.0	31.1771	0.0	452.697	61.5914	44.619	28.3787	0.0	60.9711	42.9268	17.0217	38.1428	56.6001	44.8253
PWY66-398: TCA cycle III (animals)	129.04	383.876	153.51	298.323	277.541	382.356	0.0	105.528	0.0	228.54	239.743	389.12	249.257	65.7798	177.17	120.913	0.0	0.0	70.1196	1084.43	78.9762	247.476	51.4099	0.0	194.815	102.02	44.3286	58.999	233.361
PWY66-399: gluconeogenesis III	1759.49	126.635	1770.6	214.004	1934.68	1480.65	2134.49	2770.15	819.02	2379.52	2246.62	2864.11	3625.72	3331.37	585.218	1263.38	2585.97	1957.56	639.847	1435.66	1343.16	1828.6	1767.24	2001.59	686.285	174.721	1669.34	1544.94	1680.24
PWY66-409: superpathway of purine nucleotide salvage	396.271	1952.11	2842.31	643.438	4196.05	2979.76	3391.98	2455.17	1584.59	1702.39	2302.31	2330.28	1653.5	1229.94	3504.38	3589.58	2310.48	3301.91	3240.21	2623.28	2988.54	3686.69	1773.28	1358.59	571.533	533.61	1597.95	702.056	3106.84
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	4308.24	7380.74	5646.74	3515.22	5921.6	5158.01	5581.16	6125.46	7278.68	5711.45	4753.15	5512.08	4233.16	7894.63	6359.57	4387.51	6132.56	5606.19	4146.52	4438.61	4387.25	5200.89	5655.17	7814.85	4959.26	5487.1	7004.14	5539.29	6421.62
PWY66-430: myristate biosynthesis (mitochondria)	0.0	43.8827	0.0	0.0	0.0	70.4785	84.9399	0.0	0.0	22.6135	8.57477	149.797	69.7346	0.0	0.0	0.0	181.976	0.0	726.187	526.514	0.0	43.0284	0.0	39.8837	33.9014	0.0	0.0	23.5832	83.3451
PWY6666-2: dopamine degradation	0.0	5.15515	15.1792	18.8249	26.6675	4.17227	0.0	44.4257	0.0	11.7955	8.55029	27.7436	18.7569	11.1737	17.7869	37.9719	22.3302	83.7438	0.0	29.6173	18.2086	10.0257	31.5983	31.096	15.6343	5.04136	20.955	18.2829	17.0286
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	337.948	429.345	722.47	136.952	605.889	770.319	856.633	481.376	696.387	641.906	1523.98	848.682	664.171	736.148	375.233	1143.58	689.302	666.564	1870.12	1676.16	536.109	259.598	795.005	405.424	298.366	461.711	408.939	826.64	682.944
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	5459.52	1892.25	4191.73	729.684	1623.86	3081.14	3781.71	3997.41	2661.98	2997.15	3507.01	4092.16	3187.74	5007.37	3554.39	5198.2	4019.87	2927.57	3180.7	2930.58	5006.0	2578.47	3106.84	3296.56	3064.21	3357.82	4487.84	3073.04	3762.51
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	981.092	1732.23	763.454	3607.4	2367.54	1570.43	2389.68	1300.26	3700.7	1626.13	1561.62	1566.64	3141.08	1761.2	1589.91	400.581	1438.6	2082.22	2780.6	2260.66	1039.52	1657.67	1517.48	1910.72	2750.05	2336.24	456.915	2817.66	2245.0
REDCITCYC: TCA cycle VI (Helicobacter)	170.024	202.156	506.88	85.8189	239.573	565.623	255.418	319.173	120.744	590.167	1107.57	627.273	529.879	353.294	73.4107	226.049	437.771	134.019	1050.96	1496.42	333.03	139.294	148.647	316.542	203.192	134.281	371.239	374.57	324.072
RHAMCAT-PWY: L-rhamnose degradation I	1669.15	2330.53	2242.19	4012.72	3477.9	2691.29	2323.87	2440.53	3417.23	2730.52	1715.7	2268.67	1923.13	1693.68	3029.46	5718.26	2833.83	2066.87	3292.1	3204.93	2732.82	2008.86	2102.12	2030.41	3069.2	2543.43	3220.83	2000.33	2409.75
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	2716.45	2771.98	3484.5	2980.44	2941.05	4369.4	1992.18	3398.79	2055.1	3349.7	2525.13	3710.68	2576.34	2752.87	3704.31	3596.84	3581.64	2649.32	2683.13	2704.09	4845.84	1998.89	3693.31	3158.23	4098.4	1984.92	3747.64	3168.32	3054.87
RUMP-PWY: formaldehyde oxidation I	0.0	0.0	30.3725	240.743	129.278	51.4055	64.3817	70.1938	0.0	45.571	691.087	31.3337	272.946	720.295	0.0	67.134	82.1421	0.0	0.0	157.185	78.6482	34.9628	0.0	0.0	724.317	79.751	189.585	147.778	13.8722
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	461.862	1168.12	873.242	724.156	903.324	1082.07	372.009	1717.59	547.373	1342.23	5220.0	1312.72	2029.66	3206.73	840.717	740.911	1257.28	1408.03	7095.9	2522.19	876.461	639.465	1334.74	1541.85	694.82	834.573	1423.23	1885.53	853.15
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	5423.83	5907.67	5201.93	4995.92	4834.6	5449.06	6299.22	5782.26	5996.44	5813.69	4319.14	5049.4	4404.93	6447.42	6027.69	6255.38	5384.26	6926.92	3684.08	3903.17	5109.39	5929.69	5442.33	5789.96	7607.67	6944.07	5873.56	5973.69	6553.5
SO4ASSIM-PWY: assimilatory sulfate reduction I	3662.17	250.899	1291.42	669.71	465.537	657.833	1034.88	1147.4	279.278	948.282	2475.37	1242.84	1077.2	626.699	258.618	269.151	1580.59	441.008	3907.24	2670.72	286.354	437.45	1064.3	888.015	662.189	98.5283	1259.48	810.048	435.498
SUCSYN-PWY: sucrose biosynthesis I (from photosynthesis)	0.0	34.0415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93565	0.0	0.0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	2300.59	519.861	2015.88	1241.6	911.16	1216.96	1794.04	1829.22	576.23	1650.59	3358.33	1930.17	1810.0	1152.34	517.518	545.523	2344.16	879.969	4016.02	3108.41	584.949	890.615	1783.26	1564.18	1182.87	216.619	2057.1	1501.25	844.18
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0.0	36.0552	16.0154	78.7442	103.274	298.736	0.0	15.7793	0.0	29.935	2250.7	282.926	20.3689	0.0	100.924	0.0	148.046	0.0	3020.56	2350.66	64.7242	0.0	0.0	173.061	119.326	0.0	28.1369	29.0771	111.026
TCA: TCA cycle I (prokaryotic)	0.0	584.394	202.755	459.057	1108.53	517.718	43.4967	131.919	283.74	341.401	2710.51	605.043	122.042	104.0	195.462	282.663	510.375	0.0	3022.96	3214.76	94.6565	423.709	55.2914	770.077	287.44	0.0	43.7745	175.294	262.406
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	2898.22	2360.88	2580.58	3456.64	3139.22	2879.21	3564.84	4128.62	3037.76	2255.22	1863.03	2351.82	3197.2	2199.46	2971.68	4059.82	2976.9	3077.36	630.169	1735.67	3901.55	3348.5	3689.86	2923.93	5880.71	3550.19	3150.17	2681.81	3042.2
THREOCAT-PWY: superpathway of L-threonine metabolism	0.0	0.0	23.3824	0.0	18.0547	280.607	0.0	0.0	0.0	18.1131	0.0	176.487	42.5017	74.3835	0.0	0.0	98.608	0.0	760.338	1098.25	14.6035	22.7342	41.8107	64.3551	18.7036	17.3624	61.9092	50.8238	96.0675
THRESYN-PWY: superpathway of L-threonine biosynthesis	2780.1	3910.04	4254.67	3958.45	4079.74	4845.93	4225.05	3971.21	5728.27	4519.77	5174.68	5094.76	4951.72	4977.48	3152.44	2419.74	4467.81	4484.19	4201.89	4360.76	3788.73	5179.54	3851.14	4296.71	3485.51	5031.25	5416.39	5946.06	4097.0
TRNA-CHARGING-PWY: tRNA charging	9444.49	7348.87	9486.27	6561.73	7355.22	8453.67	8319.01	8914.08	7135.4	9643.03	7611.0	9622.81	10510.8	11396.5	8322.65	9564.01	10083.6	8323.27	4954.87	6349.8	8971.15	7535.23	8212.62	8998.69	8275.26	7598.88	10049.6	8165.01	9297.15
TRPSYN-PWY: L-tryptophan biosynthesis	0.0	0.0	11.2403	0.0	3.82363	38.3202	0.0	11.3087	0.0	22.3328	8.56667	8.71431	44.3041	22.4493	0.0	0.0	28.9551	0.0	0.0	17.4199	24.0494	4.97262	0.0	8.77047	2.49666	0.0	7.85274	4.34748	0.0
TYRFUMCAT-PWY: L-tyrosine degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.65706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.863	30.2437	0.0	0.0	0.0	0.0	0.0	0.0	179.212	278.62	10.8062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	33.9659	13.9238	66.9697	18.4515	4.61244	5.04538	25.8653	30.0053	0.0	88.938	107.54	88.6713	182.472	126.637	27.9527	0.0	41.8482	0.0	7.18555	57.5041	4.80992	24.591	85.8687	11.7877	9.1498	0.0	74.8225	24.8363	44.3031
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	3180.24	3240.59	4779.86	2586.18	3791.73	3486.19	4419.89	5204.7	2201.45	4268.17	5335.83	5245.73	5290.24	6182.37	2268.3	2756.85	5833.83	4923.64	4465.54	3411.61	3306.0	4598.06	4027.66	5083.93	3122.49	4278.23	5435.5	5108.05	3909.71
URDEGR-PWY: superpathway of allantoin degradation in plants	0.0	0.0	0.0	0.0	4.91163	14.2107	0.0	0.0	0.0	8.1266	131.596	8.14879	18.8863	0.0	8.13653	0.0	0.0	0.0	293.874	70.1758	6.26614	20.8709	0.0	14.9077	3.56435	8.87634	0.0	7.40926	1.64861
URSIN-PWY: ureide biosynthesis	0.0	17.7766	0.0	18.3978	36.41	56.7732	80.7096	158.804	0.0	0.0	51.9361	145.309	28.8266	52.253	34.5175	80.9963	96.3178	0.0	24.6485	822.368	80.2556	0.0	62.4612	110.898	161.529	0.0	130.624	130.063	55.0722
VALSYN-PWY: L-valine biosynthesis	7913.6	10136.0	8587.89	12159.4	10662.2	9248.41	10518.2	8304.79	10522.7	10449.8	9517.72	9489.61	7226.12	8801.43	10832.5	8146.16	8218.1	11977.8	6771.7	6973.17	8846.05	11527.7	8638.44	9116.8	11188.6	11036.8	10226.8	9945.34	11408.4
observed	138	130	360	93	160	260	162	244	76	459	413	354	327	342	170	126	370	142	137	349	254	220	205	257	190	128	443	288	306
shannon	2.694566732	3.488451878	4.15222176	2.600476392	3.555192486	3.981227353	3.840298499	4.199652178	3.147819994	4.591373338	4.293760195	4.466446885	4.163218614	4.037251968	3.615332143	2.896490856	4.510935673	3.962010726	2.968080297	4.51685079	3.526916455	3.87196467	3.742715776	3.508846175	3.39207363	3.15103775	4.265512139	4.092015311	3.957625138
