sample	007_4640a	008_4655a	010_4671a	026_4858a	032_4883a	043_4947a	051_4967a	056_4978a	085_5110a	093_5162a	100_5150a	128_5318a	149_5373a	150_5340a	161_5469a	179_5504a	185_5554a	195_5610a	198_5605a	213_5692a	216_5714a	218_5723a	223_5732a	229_5764a	234_5779a	284_5789a	285_5792a	291_5865a	LA_RV_355_5908a_S22	LA_RV_373_5965a_S40
PWY-6981: chitin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7281e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6992: 1,5-anhydrofructose degradation	0.000306007	0.00122114	0.00143249	0.00139706	0.00162111	0.00280515	0.00198062	0.000929716	0.00158748	0.000759953	0.000779733	0.00109681	0.000982788	0.00102203	0.000974499	0.00208586	0.00178173	0.000487111	0.00126655	0.000991581	0.000969123	0.00106223	0.00166954	0.00158791	0.0015645	0.000407108	0.000489554	0.00130473	0.00105412	0.00180871
PWY-7000: kanamycin biosynthesis	0.0	0.0	1.00919e-05	9.25448e-05	2.33002e-05	5.45281e-05	0.0	7.79388e-05	4.84797e-05	2.23413e-05	2.1648e-05	2.54254e-05	3.95544e-05	0.0	5.0081e-05	3.73839e-05	0.0	1.73519e-05	0.0	3.74485e-05	0.0	0.0	3.4799e-05	0.0	3.85543e-05	1.33691e-05	1.42968e-05	3.0407e-05	1.96885e-05	4.68936e-05
PWY-7003: glycerol degradation to butanol	0.00211646	0.00186378	0.00188798	0.00237721	0.00240979	0.00249698	0.00154058	0.00107766	0.00263154	0.00208816	0.0016862	0.00173774	0.00200784	0.00146948	0.00238859	0.00135536	0.00142497	0.00163528	0.00167694	0.0017379	0.00168248	0.00149949	0.00212428	0.00185851	0.00176994	0.00174526	0.00147607	0.00164237	0.00148419	0.00220558
PWY-7009: 2,2'-dihydroxybiphenyl degradation	0.0	0.0	1.34848e-05	0.0	2.8637e-06	0.0	0.0	3.10051e-06	0.0	2.76484e-06	0.0	0.0	5.15806e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79823e-06	0.0	3.3168e-06	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7013: (S)-propane-1,2-diol degradation	0.00414425	0.000281062	0.00028928	0.000375818	0.000377028	0.000329855	0.000184325	0.000275373	0.00035566	0.000564822	0.000475364	0.000148527	0.000804279	0.000241432	0.000349375	0.000914406	0.000329655	0.000372436	0.000587623	0.000761478	0.000423327	0.000337824	0.000397605	0.000301655	0.000127462	0.000836988	0.000841383	0.000264399	0.000408381	0.000487235
PWY-702: L-methionine biosynthesis II	0.0030975	0.00136615	0.00168234	0.00237665	0.00163757	0.00171981	0.000678035	0.000707989	0.00148053	0.00151599	0.00239474	0.00132046	0.00152804	0.00103441	0.0024114	0.00310827	0.00209241	0.00130307	0.00212155	0.0011887	0.00142014	0.00264316	0.00123243	0.00182065	0.000978434	0.0015273	0.00148046	0.00131154	0.000855307	0.00130763
PWY-7031: protein N-glycosylation (bacterial)	2.60832e-05	4.75147e-05	2.69069e-05	2.55599e-05	5.87453e-05	8.4793e-05	6.82167e-05	8.52832e-05	0.000121109	0.0	0.0	0.0	0.000141845	4.68658e-06	0.000117642	0.0	1.11814e-05	6.82395e-05	5.54464e-05	0.0	0.0	3.26057e-05	3.07958e-05	5.43466e-05	3.15338e-05	0.000105279	0.000123328	7.4719e-05	0.000107727	7.31214e-05
PWY-7035: (9Z)-tricosene biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7036: very long chain fatty acid biosynthesis II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7039: phosphatidate metabolism, as a signaling molecule	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63609e-05	0.0	0.0	4.43127e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000212828	2.40348e-05	0.0	0.0	0.0	0.0	0.0
PWY-7052: cyanophycin metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08923e-05	0.0	1.92085e-06	0.0	0.0	2.55573e-05	0.0	8.20006e-05	0.0	2.30244e-05	5.65927e-05	1.04824e-05	0.0	0.0	0.0	3.93694e-05	0.0
PWY-7053: docosahexaenoate biosynthesis I (lower eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	3.92778e-06	1.15214e-05	6.92054e-05	4.38808e-06	2.58918e-05	1.97575e-05	1.04896e-05	3.50838e-05	0.000107641	1.68559e-05	1.39187e-05	2.99578e-06	0.0	1.11266e-05	8.19585e-06	0.0	0.0	3.28047e-05	3.00557e-05	3.07083e-05	2.10839e-05	2.30864e-06	2.96705e-05	0.0	3.19129e-05	2.81344e-05	3.90406e-05	0.0	2.09088e-05	4.59413e-05
PWY-7094: fatty acid salvage	0.00145465	0.0	0.0	3.97169e-05	0.0	0.0	0.0	6.15612e-05	0.0	2.67753e-05	0.0	0.0	0.0	0.0	0.0	0.000126339	0.000703429	0.0	0.0	0.0	0.0	0.0	3.07279e-05	2.88216e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.00801759	0.00817249	0.0090194	0.00814347	0.0094634	0.00990513	0.00809477	0.00808831	0.00799789	0.00859149	0.010709	0.00556001	0.00841381	0.00557161	0.00785985	0.00598491	0.0090913	0.0105542	0.00842103	0.00648648	0.00855513	0.00737242	0.00732598	0.00633093	0.00766895	0.00876379	0.00866866	0.00701475	0.00521303	0.00774326
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0.00200439	0.00125115	0.0015273	0.0027321	0.00163281	0.00155022	0.000939882	0.000455385	0.00120694	0.00165712	0.00173087	0.000890468	0.00196272	0.00127474	0.00195293	0.00115693	0.00173411	0.00148004	0.00279986	0.00118139	0.00129897	0.00247349	0.00123532	0.00122963	0.00103301	0.00223044	0.00223981	0.00167553	0.000773494	0.00121338
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0.00235124	0.000813272	0.000965329	0.00280875	0.000889156	0.000779247	0.000413842	0.000332416	0.000444602	0.0013474	0.00346401	0.000868855	0.00155199	0.000603536	0.00199345	0.00463913	0.0014969	0.00120972	0.00280189	0.000644363	0.00103869	0.00340603	0.000616521	0.00107944	0.000664046	0.00175908	0.00177847	0.00149923	0.000408543	0.000417036
PWY-7118: chitin deacetylation	0.00348124	5.95844e-05	9.40188e-05	0.000115998	0.000110867	0.000133404	7.11998e-05	0.000557937	0.000127451	0.000547209	7.96389e-05	6.57975e-05	0.000126915	6.41244e-05	0.000154883	0.000434943	0.00174141	5.59597e-05	5.19736e-05	7.10367e-05	9.09394e-05	3.77369e-05	0.000391389	0.000701642	0.000139359	9.19736e-05	7.91662e-05	4.84329e-05	9.26747e-05	0.000160958
PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	3.68373e-05	0.0	5.55901e-05	5.78221e-05	2.76286e-05	1.42216e-05	9.57493e-06	5.35982e-05	2.80281e-05	9.06354e-05	2.90213e-05	3.00218e-05	7.01269e-05	2.3858e-05	4.25106e-05	3.95125e-05	8.31551e-05	5.56056e-05	3.46638e-05	0.0	4.85238e-05	6.96538e-05	0.000182971	0.000111138	2.39266e-05	1.96583e-05	1.92395e-05	0.0	4.39135e-05	5.22047e-05
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0.0	0.0	0.0	1.44032e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.90972e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.00114393	0.00310128	0.00266041	0.00249111	0.00184082	0.00241411	0.00301717	0.00329568	0.00204197	0.00243557	0.00267763	0.00275369	0.00233524	0.00188517	0.00226908	0.00151671	0.00267121	0.00374118	0.00346302	0.00388299	0.00320212	0.00273062	0.00305739	0.0021899	0.0026763	0.00259116	0.00288678	0.00287922	0.00153036	0.00389978
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.00173324	0.000201373	0.000185446	0.000124081	0.000178796	8.37904e-05	0.0	0.0	0.0	0.000292784	0.000307768	0.000162526	0.0	4.71752e-05	0.0	0.000284833	0.00128057	0.0	6.77886e-05	0.0	0.0	0.000108113	0.0	0.000660777	0.000161651	0.000107128	0.000103	6.91534e-05	0.000151725	0.0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	6.0835e-05	0.00149618	0.000589057	0.00206926	0.00100855	0.00136161	0.000467603	0.0	0.0	0.000814905	0.00104333	0.000210866	0.0014662	0.000244182	0.000837926	0.00183189	0.0	0.000825833	0.0013918	0.000135123	0.000836359	0.00211403	2.11968e-05	0.0	0.000123153	0.00193295	0.00210072	0.000284732	0.0	4.55783e-05
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.000681119	0.00252225	0.00197397	0.00186678	0.00124683	0.00168926	0.002747	0.00235492	0.00149096	0.00174602	0.00202596	0.00228043	0.00161526	0.00139597	0.00159078	0.0012786	0.00254023	0.00313552	0.00288041	0.00313413	0.00243546	0.00220058	0.00219979	0.00176782	0.00188277	0.00190803	0.00218175	0.00304437	0.00107851	0.00294899
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.000975602	0.00298393	0.00266601	0.00258311	0.00187896	0.00244229	0.0028006	0.00288223	0.00213511	0.00242794	0.00271141	0.0027896	0.00238061	0.00187651	0.00237978	0.00186492	0.002375	0.00362645	0.00342639	0.00378023	0.00319689	0.00280115	0.00305388	0.00213545	0.00270806	0.00257838	0.00285791	0.00264448	0.00155092	0.00389258
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.00315886	0.00710749	0.00593627	0.0056933	0.00616226	0.00484709	0.00785087	0.00843073	0.00763039	0.00533473	0.00470199	0.00731235	0.00614414	0.00711837	0.00666662	0.00662355	0.00576714	0.00764061	0.0059102	0.00670925	0.00636792	0.00559356	0.00583605	0.00584903	0.00685108	0.0055259	0.00565273	0.00708325	0.00830341	0.00692961
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	3.01913e-05	0.0	0.00110407	0.00110609	0.0011574	0.000851283	0.00150613	0.00162149	0.0010496	0.00215107	0.000578531	0.00162481	0.00181322	0.00094306	0.00110887	6.92841e-05	0.000146923	0.00176167	0.00107806	0.00153612	0.00115377	0.000233889	0.00209549	0.000330107	0.00256324	0.00245951	0.00257213	0.00222288	0.00118412	0.00121406
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0.00287119	2.63307e-05	6.54298e-05	0.000226357	0.0001787	0.000103449	5.53514e-05	0.000442183	3.81614e-05	0.000490096	0.000105093	2.6388e-05	0.000158061	7.46861e-05	4.26906e-05	0.000318572	0.00163768	8.89144e-05	0.000162458	2.91771e-05	4.00916e-05	7.83673e-05	0.000288553	0.000552414	9.82472e-05	5.62219e-05	8.61018e-05	0.0	0.00013289	0.000104692
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.000969901	0.0037585	0.00284639	0.00269134	0.0018241	0.00243299	0.00511689	0.00628213	0.00221039	0.00247445	0.00285357	0.00355623	0.00230681	0.00213128	0.00227179	0.00339268	0.00409656	0.0045004	0.00398482	0.00478156	0.00344138	0.00326864	0.00313896	0.00276422	0.00268899	0.00268209	0.0030464	0.00450507	0.00169855	0.00435758
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	9.85431e-06	8.26863e-06	6.61486e-06	1.90392e-06	2.84862e-06	1.50901e-05	3.00873e-05	0.0	1.04561e-05	0.0	0.0	1.162e-05	7.20319e-06	0.0	2.45245e-06	2.08402e-05	0.0	0.0	0.0	0.0	1.16032e-05	9.73386e-07	1.80373e-05	0.0	1.29984e-05	2.26798e-06	1.66372e-05	7.43731e-06	0.0	8.73366e-06
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0.000981521	0.0028754	0.00266425	0.00244459	0.00213967	0.00246775	0.00281098	0.00297641	0.00240061	0.00244323	0.00272961	0.00271018	0.00251218	0.0019268	0.0025052	0.00144984	0.00249884	0.003488	0.00329352	0.00363401	0.00313286	0.00259842	0.00305169	0.00215861	0.00274459	0.00259833	0.00285012	0.00278242	0.00155853	0.00382919
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.00135248	0.00222124	0.00252406	0.00287934	0.00211582	0.00244263	0.0013556	0.00279616	0.00193381	0.00205758	0.00288785	0.00249655	0.00249799	0.00156443	0.00263478	0.00215742	0.0023956	0.00307853	0.00343049	0.00270391	0.00214987	0.0032407	0.00204135	0.00188449	0.00294786	0.00282225	0.00305751	0.00252735	0.00155071	0.00296798
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.00146648	0.00305369	0.00220805	0.00209162	0.00138425	0.00189594	0.00381307	0.00588768	0.00152992	0.00198248	0.00215292	0.00242258	0.0017785	0.00157414	0.00172337	0.00142628	0.00399927	0.00365018	0.00315222	0.00379793	0.00271928	0.00243274	0.00252126	0.00205795	0.00209748	0.00214374	0.00245853	0.00362061	0.00121725	0.00341018
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.0051172	0.0101372	0.0103204	0.0102064	0.0108156	0.0108845	0.012327	0.0113073	0.0119791	0.00976507	0.0100682	0.0129289	0.0107701	0.0135965	0.0103689	0.010682	0.0071215	0.0111036	0.0104065	0.0110299	0.0105825	0.0101508	0.0105487	0.0103065	0.0113913	0.0102754	0.0103537	0.0111236	0.0131329	0.0113228
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.00146648	0.00305369	0.00220805	0.00209162	0.00138425	0.00189594	0.00381307	0.00588768	0.00152992	0.00198248	0.00215292	0.00242258	0.0017785	0.00157414	0.00172337	0.00142628	0.00399927	0.00365018	0.00315222	0.00379793	0.00271928	0.00243274	0.00252126	0.00205795	0.00209748	0.00214374	0.00245853	0.00362061	0.00121725	0.00341018
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.00138276	0.00471531	0.00365478	0.00349346	0.00246784	0.00325062	0.00585664	0.00786767	0.00272402	0.00331597	0.00357192	0.00409895	0.00307028	0.00282602	0.00297016	0.00252261	0.00513674	0.00551615	0.0048753	0.00568965	0.00434509	0.00395305	0.00410671	0.00343333	0.00355948	0.00356984	0.00399885	0.00549864	0.00223097	0.0052669
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.00344519	0.00692038	0.00557686	0.00540601	0.00404747	0.00509172	0.00774767	0.0090884	0.00430501	0.0052267	0.0054898	0.00582705	0.00487353	0.00463528	0.00469792	0.00421409	0.00667571	0.00761269	0.00663398	0.00797407	0.00635266	0.00588661	0.0061058	0.005137	0.0055383	0.00552209	0.00597968	0.00756825	0.00372266	0.00736436
PWY-7230: ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7234: inosine-5'-phosphate biosynthesis III	0.00238196	0.00156783	0.00209333	0.00341834	0.00237392	0.00181641	0.00136948	0.00129094	0.000703689	0.00443867	0.00475417	0.000838257	0.00291089	0.000579273	0.00341529	0.0055564	0.00200646	0.00227938	0.00365561	0.000798908	0.00157016	0.00447095	0.00291309	0.00188303	0.00440063	0.00399117	0.00397973	0.00298493	0.000437378	0.00101988
PWY-7235: superpathway of ubiquinol-6 biosynthesis (late decarboxylation)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7237: myo-, chiro- and scyllo-inositol degradation	0.00231773	0.00251905	0.00239336	0.002328	0.00266892	0.00260701	0.00208875	0.00336241	0.00284565	0.00311789	0.00125075	0.00170876	0.00359374	0.00215662	0.00227708	0.00158394	0.00168074	0.00198176	0.00283359	0.00190636	0.00205064	0.00198247	0.00259355	0.00214331	0.00462703	0.00244692	0.00239162	0.00236313	0.00194384	0.0025136
PWY-7238: sucrose biosynthesis II	0.00937697	0.0135834	0.0118729	0.0136945	0.0126194	0.0120484	0.0108677	0.00443367	0.01358	0.0110587	0.0136202	0.0110417	0.0135923	0.0131593	0.0138138	0.0116423	0.00805012	0.00962076	0.0111081	0.0133635	0.0129625	0.0119515	0.00926873	0.0107315	0.0106229	0.011982	0.0116827	0.0100339	0.010781	0.0134882
PWY-7242: D-fructuronate degradation	0.00155067	0.00185494	0.00122668	0.00143452	0.00100645	0.000896569	0.000572663	0.000503578	0.00149036	0.000928143	0.00050158	0.000926242	0.00129697	0.00120605	0.00114908	0.000971657	0.00114482	0.000688695	0.00166706	0.00117363	0.00111429	0.00111456	0.000958745	0.00160523	0.00086075	0.000918981	0.000849765	0.00049264	0.000808828	0.00111685
PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.12954e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.00446311	0.00598761	0.00566334	0.00615352	0.00580719	0.00576632	0.00298187	0.00429225	0.00632888	0.00549141	0.00633501	0.00460332	0.00535451	0.00536205	0.00656916	0.00749256	0.00441297	0.00483126	0.00577256	0.00479105	0.00564434	0.00609725	0.00566004	0.00485162	0.00559769	0.00588924	0.00580429	0.00498336	0.00396327	0.00512679
PWY-7254: TCA cycle VII (acetate-producers)	0.000346283	0.000105177	0.000511227	0.000404591	0.000340473	0.00019527	0.000909878	0.00055366	0.00128465	0.00100896	0.000515683	0.00129368	0.000526975	0.00070957	0.000690229	0.00058267	0.00202775	0.000651956	0.000768036	0.000619944	0.000558753	0.000374304	0.000819643	0.00117245	0.00126562	0.000442205	0.000450979	0.000986514	0.00112891	0.000963213
PWY-7268: cytosolic NADPH production (yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87821e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7269: mitochondrial NADPH production (yeast)	0.00113068	5.5005e-05	0.0	0.000110984	0.0	0.0	0.0	0.000118344	0.0	0.000309847	0.000423925	0.0	5.22175e-05	0.0	0.0	0.000120645	0.000555094	0.0	0.0	0.0	0.0	0.0	9.07483e-05	0.000405809	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0.0	0.0	0.0	5.30045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000112874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0.00327556	0.00411033	0.00392325	0.00325966	0.00354114	0.00300768	0.0028709	0.00572803	0.000473928	0.00271409	0.00343156	0.000316193	0.00198502	0.00202383	0.00217169	0.00140243	0.00409565	0.00462358	0.00384422	0.00164398	0.00355731	0.00397116	0.00332907	0.00293136	0.0032778	0.00335625	0.00333387	0.00294022	0.00134816	0.00271579
PWY-7283: wybutosine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0.0	0.0	2.32353e-05	0.0	0.0	4.13903e-05	0.0	0.0	0.00034373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58381e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03601e-05
PWY-7294: D-xylose degradation IV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65867e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7295: L-arabinose degradation IV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61881e-05	0.0	0.0	0.0	0.0	0.0	2.94316e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26377e-05	0.0	0.0	0.0	0.0	0.0
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	0.0	0.0	3.81513e-05	0.0	0.0	8.43449e-05	0.0	2.17821e-05	0.000111148	0.0	0.0	0.000366662	4.80247e-06	0.000172855	7.27186e-05	2.17146e-05	0.0	1.36849e-05	0.0	0.000201953	0.0	0.0	0.0	0.0	1.9466e-05	0.0	7.31002e-06	7.33442e-06	0.000243784	3.99603e-05
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.00142939	0.000154649	0.00071622	0.000157258	0.000333274	0.00062282	0.00149448	0.000500681	0.000481403	0.000397763	0.000289966	0.000250249	0.00027814	0.00107243	0.000638182	0.000217214	0.000507798	0.00016104	0.000153075	0.00120454	8.88252e-05	0.000154839	0.000520997	0.000562107	0.000265512	0.000161095	0.000125785	5.68899e-05	6.23731e-05	0.000799023
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0.000117992	0.000713011	0.000888148	0.000769823	0.000348148	0.000615077	0.00086674	0.00611234	0.000758272	0.000313507	0.000285337	0.000793912	0.000433015	0.000573503	0.000991172	0.000274893	0.000605933	0.000125354	0.000725503	0.000805673	0.00151269	0.00062584	0.000412023	0.00101906	0.000463519	0.00223266	0.00224384	0.000244574	0.00172513	0.0014044
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	0.0	7.01077e-05	6.70426e-05	1.66952e-05	6.79659e-05	0.000112869	0.00015576	1.70737e-05	0.000139276	0.0	7.24092e-05	7.21793e-05	0.000136615	0.000134399	0.000119744	0.0	0.0	2.54457e-05	6.76403e-05	0.000264306	3.36722e-05	5.12739e-05	3.75511e-05	0.0	3.41051e-05	4.86715e-05	2.38982e-05	1.35215e-05	7.99678e-05	8.91746e-05
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.00244845	0.00302014	0.00277994	0.0014546	0.00150157	0.0035304	0.00386114	0.0034554	0.00154228	0.00199693	0.0016693	0.00275065	0.00163826	0.00171247	0.00188848	0.00121566	0.00247492	0.00266307	0.00200828	0.00203967	0.00295317	0.00205772	0.00223843	0.00272899	0.00169147	0.00228268	0.00233506	0.00264394	0.00207602	0.00190926
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.00332833	0.00211387	0.00252112	0.00332033	0.00383506	0.00246272	0.00171898	0.00148996	0.00384104	0.0032189	0.00509993	0.00293972	0.00410448	0.00205503	0.0027421	0.00389218	0.00335543	0.00280689	0.00404935	0.00262498	0.00353312	0.00405416	0.00292724	0.00325095	0.00376554	0.00373297	0.00370335	0.00268781	0.00460963	0.00279056
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	7.82494e-05	0.000160986	0.00016571	6.60806e-05	0.000123992	0.00013413	0.0	7.76079e-05	0.000392906	0.000161605	0.0	4.79303e-05	0.000172963	2.90874e-05	0.000407492	0.0	0.0	0.000138466	0.000194587	0.000157539	0.0	3.71095e-05	0.000230454	1.75828e-05	0.000173213	9.72986e-05	0.000109923	0.0	4.97553e-05	0.000223998
PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	2.01622e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.59713e-05	0.0	3.37461e-05	0.0	0.0	2.37511e-05	0.0	0.0	6.80711e-05	2.98234e-05	0.0	0.0	0.0	0.0	0.0	5.31228e-06	7.42585e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7345: superpathway of anaerobic sucrose degradation	0.00523876	0.000856085	0.0023807	0.00133782	0.0014977	0.00268438	0.00208992	0.00274394	0.00263181	0.00257284	0.00125889	0.00361165	0.0019516	0.00280669	0.00332649	0.00304377	0.00441057	0.00262999	0.00279103	0.0043416	0.00240462	0.00204912	0.00308092	0.00201863	0.00298755	0.000874004	0.00117982	0.00390805	0.00351841	0.00325224
PWY-7347: sucrose biosynthesis III	0.0	0.0	2.81181e-06	6.85049e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7356: thiamine diphosphate salvage IV (yeast)	0.000154708	0.00212519	0.00184931	0.001771	0.000821256	0.00144859	0.00369618	0.00109075	0.000299387	0.00205922	0.00173057	0.000930187	0.00133547	0.000851782	0.001476	0.00325873	0.000870719	0.00157645	0.00200938	0.000664027	0.00161101	0.00197753	0.00111998	0.000644876	0.00232639	0.00143489	0.00140337	0.00135844	0.000583001	0.00127181
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.00272965	0.00604675	0.00545544	0.00448447	0.00466214	0.00514075	0.00913354	0.00508281	0.00395245	0.00419803	0.00511161	0.00849698	0.0034224	0.00939729	0.00374614	0.0081263	0.00413585	0.00617433	0.00473895	0.00445515	0.00523377	0.00483197	0.00370658	0.00688262	0.00515017	0.00474068	0.00486697	0.00629036	0.00921806	0.00443571
